Team_Size,Offshore_Ratio,Microservice_Deps,Helm_Template_Lines,Repo_Code_Churn,IDP_API_Calls,GitOps_Auto_Sync,Manual_Kubectl_Count,Deployment_Cycle_Time
3,0.024,13,791.0,249.0,55.0,1,9.0,42.48
8,0.384,6,416.0,299.0,74.0,0,6.0,45.9
10,0.153,5,286.0,242.0,16.0,0,23.0,70.42
7,0.581,5,298.0,205.0,,0,12.0,53.46
14,0.263,11,735.0,325.0,36.0,0,15.0,77.07
15,0.129,1,74.0,168.0,45.0,0,10.0,44.22
4,0.167,11,731.0,319.0,7.0,0,35.0,110.9
15,0.508,1,20.0,106.0,93.0,1,0.0,16.36
9,0.705,1,20.0,120.0,,0,22.0,75.22
6,0.491,1,303.0,172.0,0.0,0,23.0,70.16
3,0.436,13,758.0,462.0,,0,30.0,100.6
14,0.693,8,325.0,218.0,71.0,1,0.0,34.6
3,0.375,10,546.0,221.0,32.0,0,17.0,64.99
7,0.54,11,582.0,388.0,16.0,0,28.0,94.84
15,0.699,14,909.0,549.0,70.0,1,18.0,73.22
7,0.486,12,442.0,315.0,121.0,1,0.0,18.49
3,,18,963.0,580.0,,0,31.0,108.22
14,0.474,6,,195.0,34.0,0,20.0,68.88
3,0.083,9,474.0,249.0,43.0,1,22.0,61.76
13,0.31,6,438.0,273.0,36.0,1,10.0,46.49
12,0.445,11,463.0,306.0,,0,10.0,59.67
7,0.311,7,440.0,282.0,61.0,0,14.0,62.18
11,0.779,1,20.0,5.0,43.0,0,10.0,41.29
14,0.556,14,864.0,439.0,31.0,0,20.0,90.1
14,0.633,1,128.0,42.0,41.0,0,10.0,43.51
4,0.26,6,371.0,76.0,10.0,0,19.0,68.61
4,0.272,1,20.0,5.0,14.0,0,19.0,53.53
7,0.467,7,169.0,269.0,32.0,0,23.0,73.46
13,0.224,1,55.0,105.0,28.0,1,6.0,30.66
7,0.497,10,,215.0,26.0,1,15.0,58.96
11,0.473,16,1086.0,372.0,31.0,0,20.0,92.46
13,0.383,11,685.0,468.0,71.0,1,15.0,66.39
3,0.314,14,963.0,232.0,0.0,0,40.0,115.66
10,0.477,5,,298.0,49.0,1,7.0,40.3
7,0.601,4,233.0,60.0,15.0,1,12.0,44.27
12,0.507,11,696.0,354.0,3.0,0,17.0,91.25
15,0.25,1,20.0,89.0,34.0,0,14.0,51.93
14,,3,119.0,130.0,43.0,1,6.0,36.28
14,0.626,8,558.0,285.0,26.0,0,21.0,81.26
8,0.016,5,275.0,191.0,26.0,0,21.0,66.47
7,0.182,5,456.0,124.0,46.0,0,22.0,65.07
3,0.47,11,589.0,269.0,49.0,0,7.0,50.08
9,0.591,18,1074.0,509.0,54.0,0,23.0,95.73
9,0.47,5,185.0,157.0,59.0,1,9.0,36.37
15,0.184,9,446.0,385.0,50.0,0,16.0,63.52
14,0.479,7,408.0,358.0,37.0,1,10.0,53.92
8,0.561,1,106.0,117.0,20.0,1,20.0,64.6
5,0.202,4,209.0,211.0,37.0,0,17.0,54.71
7,0.229,15,832.0,399.0,9.0,0,25.0,96.77
14,0.26,4,166.0,187.0,59.0,1,1.0,24.8
7,0.099,4,190.0,86.0,28.0,0,13.0,50.9
8,0.308,14,810.0,362.0,0.0,0,34.0,116.01
13,0.031,7,549.0,378.0,71.0,1,0.0,23.04
15,0.199,4,323.0,355.0,30.0,0,18.0,74.06
4,0.141,3,289.0,214.0,25.0,0,20.0,62.56
12,0.32,14,947.0,468.0,122.0,1,4.0,40.54
3,0.381,10,557.0,324.0,0.0,0,38.0,110.94
4,0.431,5,313.0,205.0,5.0,0,20.0,73.76
4,0.459,7,225.0,171.0,33.0,0,16.0,70.43
14,0.238,5,264.0,137.0,116.0,1,6.0,46.03
9,0.78,1,20.0,55.0,23.0,1,14.0,54.15
14,0.531,2,20.0,50.0,53.0,1,0.0,28.02
10,0.445,8,547.0,207.0,30.0,0,15.0,62.39
12,0.333,9,518.0,,0.0,0,30.0,96.5
9,0.214,7,495.0,317.0,69.0,1,0.0,27.0
12,0.363,14,771.0,534.0,0.0,0,29.0,109.05
11,0.318,4,211.0,259.0,0.0,0,31.0,88.91
5,0.133,8,281.0,279.0,6.0,0,18.0,64.89
12,0.362,4,371.0,134.0,49.0,1,15.0,46.16
12,0.453,2,122.0,96.0,60.0,0,17.0,49.47
3,0.396,5,321.0,68.0,48.0,0,9.0,46.99
5,,12,694.0,,0.0,0,23.0,94.0
8,0.512,1,62.0,5.0,19.0,0,15.0,49.4
10,0.927,2,29.0,54.0,0.0,0,23.0,74.59
3,0.371,2,158.0,139.0,64.0,0,3.0,30.28
7,0.503,2,20.0,54.0,54.0,0,11.0,43.02
8,0.119,1,294.0,27.0,60.0,1,14.0,45.88
12,0.162,6,375.0,245.0,68.0,1,9.0,37.35
